county,state,date,cases,deaths,new_cases,new_deaths
Glenn,California,1/21/20,0,0,0,0
Humboldt,California,1/21/20,0,0,0,0
Inyo,California,1/21/20,0,0,0,0
Los Angeles,California,1/21/20,0,0,0,0
Marin,California,1/21/20,0,0,0,0
Mendocino,California,1/21/20,0,0,0,0
Merced,California,1/21/20,0,0,0,0
Orange,California,1/21/20,0,0,0,0
San Luis Obispo,California,1/21/20,0,0,0,0
Sierra,California,1/21/20,0,0,0,0
Trinity,California,1/21/20,0,0,0,0
Yuba,California,1/21/20,0,0,0,0
Del Norte,California,1/22/20,0,0,0,0
Glenn,California,1/22/20,0,0,0,0
Humboldt,California,1/22/20,0,0,0,0
Inyo,California,1/22/20,0,0,0,0
Kings,California,1/22/20,0,0,0,0
Los Angeles,California,1/22/20,0,0,0,0
Monterey,California,1/22/20,0,0,0,0
Napa,California,1/22/20,0,0,0,0
Placer,California,1/22/20,0,0,0,0
San Diego,California,1/22/20,0,0,0,0
San Francisco,California,1/22/20,0,0,0,0
Sierra,California,1/22/20,0,0,0,0
Stanislaus,California,1/22/20,0,0,0,0
Trinity,California,1/22/20,0,0,0,0
Yolo,California,1/22/20,0,0,0,0
Del Norte,California,1/23/20,0,0,0,0
Glenn,California,1/23/20,0,0,0,0
Humboldt,California,1/23/20,0,0,0,0
Inyo,California,1/23/20,0,0,0,0
Kings,California,1/23/20,0,0,0,0
Los Angeles,California,1/23/20,0,0,0,0
Monterey,California,1/23/20,0,0,0,0
Napa,California,1/23/20,0,0,0,0
Placer,California,1/23/20,0,0,0,0
San Diego,California,1/23/20,0,0,0,0
San Francisco,California,1/23/20,0,0,0,0
Sierra,California,1/23/20,0,0,0,0
Stanislaus,California,1/23/20,0,0,0,0
Trinity,California,1/23/20,0,0,0,0
Yolo,California,1/23/20,0,0,0,0
Del Norte,California,1/24/20,0,0,0,0
Glenn,California,1/24/20,0,0,0,0
Humboldt,California,1/24/20,0,0,0,0
Inyo,California,1/24/20,0,0,0,0
Kings,California,1/24/20,0,0,0,0
Los Angeles,California,1/24/20,0,0,0,0
Monterey,California,1/24/20,0,0,0,0
Napa,California,1/24/20,0,0,0,0
Placer,California,1/24/20,0,0,0,0
San Diego,California,1/24/20,0,0,0,0
San Francisco,California,1/24/20,0,0,0,0
Sierra,California,1/24/20,0,0,0,0
Stanislaus,California,1/24/20,0,0,0,0
Trinity,California,1/24/20,0,0,0,0
Yolo,California,1/24/20,0,0,0,0
Del Norte,California,1/25/20,0,0,0,0
Glenn,California,1/25/20,0,0,0,0
Humboldt,California,1/25/20,0,0,0,0
Inyo,California,1/25/20,0,0,0,0
Kings,California,1/25/20,0,0,0,0
Los Angeles,California,1/25/20,0,0,0,0
Monterey,California,1/25/20,0,0,0,0
Napa,California,1/25/20,0,0,0,0
Placer,California,1/25/20,0,0,0,0
San Diego,California,1/25/20,0,0,0,0
San Francisco,California,1/25/20,0,0,0,0
Sierra,California,1/25/20,0,0,0,0
Stanislaus,California,1/25/20,0,0,0,0
Trinity,California,1/25/20,0,0,0,0
Yolo,California,1/25/20,0,0,0,0
Del Norte,California,1/26/20,0,0,0,0
Glenn,California,1/26/20,0,0,0,0
Humboldt,California,1/26/20,0,0,0,0
Inyo,California,1/26/20,0,0,0,0
Kings,California,1/26/20,0,0,0,0
Los Angeles,California,1/26/20,1,0,1,0
Monterey,California,1/26/20,0,0,0,0
Napa,California,1/26/20,0,0,0,0
Placer,California,1/26/20,0,0,0,0
San Diego,California,1/26/20,0,0,0,0
San Francisco,California,1/26/20,0,0,0,0
Sierra,California,1/26/20,0,0,0,0
Stanislaus,California,1/26/20,0,0,0,0
Trinity,California,1/26/20,0,0,0,0
Yolo,California,1/26/20,0,0,0,0
Del Norte,California,1/27/20,0,0,0,0
Glenn,California,1/27/20,0,0,0,0
Humboldt,California,1/27/20,0,0,0,0
Inyo,California,1/27/20,0,0,0,0
Kings,California,1/27/20,0,0,0,0
Los Angeles,California,1/27/20,1,0,0,0
Monterey,California,1/27/20,0,0,0,0
Napa,California,1/27/20,0,0,0,0
Placer,California,1/27/20,0,0,0,0
San Diego,California,1/27/20,0,0,0,0
San Francisco,California,1/27/20,0,0,0,0
Sierra,California,1/27/20,0,0,0,0
Stanislaus,California,1/27/20,0,0,0,0
Trinity,California,1/27/20,0,0,0,0
Yolo,California,1/27/20,0,0,0,0
Del Norte,California,1/28/20,0,0,0,0
Glenn,California,1/28/20,0,0,0,0
Humboldt,California,1/28/20,0,0,0,0
Inyo,California,1/28/20,0,0,0,0
Kings,California,1/28/20,0,0,0,0
Los Angeles,California,1/28/20,1,0,0,0
Monterey,California,1/28/20,0,0,0,0
Napa,California,1/28/20,0,0,0,0
Placer,California,1/28/20,0,0,0,0
San Diego,California,1/28/20,0,0,0,0
San Francisco,California,1/28/20,0,0,0,0
Sierra,California,1/28/20,0,0,0,0
Stanislaus,California,1/28/20,0,0,0,0
Trinity,California,1/28/20,0,0,0,0
Yolo,California,1/28/20,0,0,0,0
Del Norte,California,1/29/20,0,0,0,0
Glenn,California,1/29/20,0,0,0,0
Humboldt,California,1/29/20,0,0,0,0
Inyo,California,1/29/20,0,0,0,0
Kings,California,1/29/20,0,0,0,0
Los Angeles,California,1/29/20,1,0,0,0
Monterey,California,1/29/20,0,0,0,0
Napa,California,1/29/20,0,0,0,0
Placer,California,1/29/20,0,0,0,0
San Diego,California,1/29/20,0,0,0,0
San Francisco,California,1/29/20,0,0,0,0
Sierra,California,1/29/20,0,0,0,0
Stanislaus,California,1/29/20,0,0,0,0
Trinity,California,1/29/20,0,0,0,0
Yolo,California,1/29/20,0,0,0,0
Del Norte,California,1/30/20,0,0,0,0
Glenn,California,1/30/20,0,0,0,0
Humboldt,California,1/30/20,0,0,0,0
Inyo,California,1/30/20,0,0,0,0
Kings,California,1/30/20,0,0,0,0
Los Angeles,California,1/30/20,1,0,0,0
Monterey,California,1/30/20,0,0,0,0
Napa,California,1/30/20,0,0,0,0
Placer,California,1/30/20,0,0,0,0
San Diego,California,1/30/20,0,0,0,0
San Francisco,California,1/30/20,0,0,0,0
Sierra,California,1/30/20,0,0,0,0
Stanislaus,California,1/30/20,0,0,0,0
Trinity,California,1/30/20,0,0,0,0
Yolo,California,1/30/20,0,0,0,0
Del Norte,California,1/31/20,0,0,0,0
Glenn,California,1/31/20,0,0,0,0
Humboldt,California,1/31/20,0,0,0,0
Inyo,California,1/31/20,0,0,0,0
Kings,California,1/31/20,0,0,0,0
Los Angeles,California,1/31/20,1,0,0,0
Monterey,California,1/31/20,0,0,0,0
Napa,California,1/31/20,0,0,0,0
Placer,California,1/31/20,0,0,0,0
San Diego,California,1/31/20,0,0,0,0
San Francisco,California,1/31/20,0,0,0,0
Sierra,California,1/31/20,0,0,0,0
Stanislaus,California,1/31/20,0,0,0,0
Trinity,California,1/31/20,0,0,0,0
Yolo,California,1/31/20,0,0,0,0
Del Norte,California,2/1/20,0,0,0,0
Glenn,California,2/1/20,0,0,0,0
Humboldt,California,2/1/20,0,0,0,0
Inyo,California,2/1/20,0,0,0,0
Kings,California,2/1/20,0,0,0,0
Los Angeles,California,2/1/20,1,0,0,0
Monterey,California,2/1/20,0,0,0,0
Napa,California,2/1/20,0,0,0,0
Placer,California,2/1/20,0,0,0,0
San Diego,California,2/1/20,0,0,0,0
San Francisco,California,2/1/20,0,0,0,0
Sierra,California,2/1/20,0,0,0,0
Stanislaus,California,2/1/20,0,0,0,0
Trinity,California,2/1/20,0,0,0,0
Yolo,California,2/1/20,0,0,0,0
Del Norte,California,2/2/20,0,0,0,0
Glenn,California,2/2/20,0,0,0,0
Humboldt,California,2/2/20,0,0,0,0
Inyo,California,2/2/20,0,0,0,0
Kings,California,2/2/20,0,0,0,0
Los Angeles,California,2/2/20,1,0,0,0
Monterey,California,2/2/20,0,0,0,0
Napa,California,2/2/20,0,0,0,0
Placer,California,2/2/20,0,0,0,0
San Diego,California,2/2/20,0,0,0,0
San Francisco,California,2/2/20,2,0,2,0
Sierra,California,2/2/20,0,0,0,0
Stanislaus,California,2/2/20,0,0,0,0
Trinity,California,2/2/20,0,0,0,0
Yolo,California,2/2/20,0,0,0,0
Del Norte,California,2/3/20,0,0,0,0
Glenn,California,2/3/20,0,0,0,0
Humboldt,California,2/3/20,0,0,0,0
Inyo,California,2/3/20,0,0,0,0
Kings,California,2/3/20,0,0,0,0
Los Angeles,California,2/3/20,1,0,0,0
Monterey,California,2/3/20,0,0,0,0
Napa,California,2/3/20,0,0,0,0
Placer,California,2/3/20,0,0,0,0
San Diego,California,2/3/20,0,0,0,0
San Francisco,California,2/3/20,2,0,0,0
Sierra,California,2/3/20,0,0,0,0
Stanislaus,California,2/3/20,0,0,0,0
Trinity,California,2/3/20,0,0,0,0
Yolo,California,2/3/20,0,0,0,0
Del Norte,California,2/4/20,0,0,0,0
Glenn,California,2/4/20,0,0,0,0
Humboldt,California,2/4/20,0,0,0,0
Inyo,California,2/4/20,0,0,0,0
Kings,California,2/4/20,0,0,0,0
Los Angeles,California,2/4/20,1,0,0,0
Monterey,California,2/4/20,0,0,0,0
Napa,California,2/4/20,0,0,0,0
Placer,California,2/4/20,0,0,0,0
San Diego,California,2/4/20,0,0,0,0
San Francisco,California,2/4/20,2,0,0,0
Sierra,California,2/4/20,0,0,0,0
Stanislaus,California,2/4/20,0,0,0,0
Trinity,California,2/4/20,0,0,0,0
Yolo,California,2/4/20,0,0,0,0
Del Norte,California,2/5/20,0,0,0,0
Glenn,California,2/5/20,0,0,0,0
Humboldt,California,2/5/20,0,0,0,0
Inyo,California,2/5/20,0,0,0,0
Kings,California,2/5/20,0,0,0,0
Los Angeles,California,2/5/20,1,0,0,0
Monterey,California,2/5/20,0,0,0,0
Napa,California,2/5/20,0,0,0,0
Placer,California,2/5/20,0,0,0,0
San Diego,California,2/5/20,0,0,0,0
San Francisco,California,2/5/20,2,0,0,0
Sierra,California,2/5/20,0,0,0,0
Stanislaus,California,2/5/20,0,0,0,0
Trinity,California,2/5/20,0,0,0,0
Yolo,California,2/5/20,0,0,0,0
Del Norte,California,2/6/20,0,0,0,0
Glenn,California,2/6/20,0,0,0,0
Humboldt,California,2/6/20,0,0,0,0
Inyo,California,2/6/20,0,0,0,0
Kings,California,2/6/20,0,0,0,0
Los Angeles,California,2/6/20,1,0,0,0
Monterey,California,2/6/20,0,0,0,0
Napa,California,2/6/20,0,0,0,0
Placer,California,2/6/20,0,0,0,0
San Diego,California,2/6/20,0,0,0,0
San Francisco,California,2/6/20,2,0,0,0
Sierra,California,2/6/20,0,0,0,0
Stanislaus,California,2/6/20,0,0,0,0
Trinity,California,2/6/20,0,0,0,0
Yolo,California,2/6/20,0,0,0,0
Del Norte,California,2/7/20,0,0,0,0
Glenn,California,2/7/20,0,0,0,0
Humboldt,California,2/7/20,0,0,0,0
Inyo,California,2/7/20,0,0,0,0
Kings,California,2/7/20,0,0,0,0
Los Angeles,California,2/7/20,1,0,0,0
Monterey,California,2/7/20,0,0,0,0
Napa,California,2/7/20,0,0,0,0
Placer,California,2/7/20,0,0,0,0
San Diego,California,2/7/20,0,0,0,0
San Francisco,California,2/7/20,2,0,0,0
Sierra,California,2/7/20,0,0,0,0
Stanislaus,California,2/7/20,0,0,0,0
Trinity,California,2/7/20,0,0,0,0
Yolo,California,2/7/20,0,0,0,0
Del Norte,California,2/8/20,0,0,0,0
Glenn,California,2/8/20,0,0,0,0
Humboldt,California,2/8/20,0,0,0,0
Inyo,California,2/8/20,0,0,0,0
Kings,California,2/8/20,0,0,0,0
Los Angeles,California,2/8/20,1,0,0,0
Monterey,California,2/8/20,0,0,0,0
Napa,California,2/8/20,0,0,0,0
Placer,California,2/8/20,0,0,0,0
San Diego,California,2/8/20,0,0,0,0
San Francisco,California,2/8/20,2,0,0,0
Sierra,California,2/8/20,0,0,0,0
Stanislaus,California,2/8/20,0,0,0,0
Trinity,California,2/8/20,0,0,0,0
Yolo,California,2/8/20,0,0,0,0
Del Norte,California,2/9/20,0,0,0,0
Glenn,California,2/9/20,0,0,0,0
Humboldt,California,2/9/20,0,0,0,0
Inyo,California,2/9/20,0,0,0,0
Kings,California,2/9/20,0,0,0,0
Los Angeles,California,2/9/20,1,0,0,0
Monterey,California,2/9/20,0,0,0,0
Napa,California,2/9/20,0,0,0,0
Placer,California,2/9/20,0,0,0,0
San Diego,California,2/9/20,0,0,0,0
San Francisco,California,2/9/20,2,0,0,0
Sierra,California,2/9/20,0,0,0,0
Stanislaus,California,2/9/20,0,0,0,0
Trinity,California,2/9/20,0,0,0,0
Yolo,California,2/9/20,0,0,0,0
Del Norte,California,2/10/20,0,0,0,0
Glenn,California,2/10/20,0,0,0,0
Humboldt,California,2/10/20,0,0,0,0
Inyo,California,2/10/20,0,0,0,0
Kings,California,2/10/20,0,0,0,0
Los Angeles,California,2/10/20,1,0,0,0
Monterey,California,2/10/20,0,0,0,0
Napa,California,2/10/20,0,0,0,0
Placer,California,2/10/20,0,0,0,0
San Diego,California,2/10/20,1,0,1,0
San Francisco,California,2/10/20,2,0,0,0
Sierra,California,2/10/20,0,0,0,0
Stanislaus,California,2/10/20,0,0,0,0
Trinity,California,2/10/20,0,0,0,0
Yolo,California,2/10/20,0,0,0,0
Del Norte,California,2/11/20,0,0,0,0
Glenn,California,2/11/20,0,0,0,0
Humboldt,California,2/11/20,0,0,0,0
Inyo,California,2/11/20,0,0,0,0
Kings,California,2/11/20,0,0,0,0
Los Angeles,California,2/11/20,1,0,0,0
Monterey,California,2/11/20,0,0,0,0
Napa,California,2/11/20,0,0,0,0
Placer,California,2/11/20,0,0,0,0
San Diego,California,2/11/20,1,0,0,0
San Francisco,California,2/11/20,2,0,0,0
Sierra,California,2/11/20,0,0,0,0
Stanislaus,California,2/11/20,0,0,0,0
Trinity,California,2/11/20,0,0,0,0
Yolo,California,2/11/20,0,0,0,0
Del Norte,California,2/12/20,0,0,0,0
Glenn,California,2/12/20,0,0,0,0
Humboldt,California,2/12/20,0,0,0,0
Inyo,California,2/12/20,0,0,0,0
Kings,California,2/12/20,0,0,0,0
Los Angeles,California,2/12/20,1,0,0,0
Monterey,California,2/12/20,0,0,0,0
Napa,California,2/12/20,0,0,0,0
Placer,California,2/12/20,0,0,0,0
San Diego,California,2/12/20,1,0,0,0
San Francisco,California,2/12/20,2,0,0,0
Sierra,California,2/12/20,0,0,0,0
Stanislaus,California,2/12/20,0,0,0,0
Trinity,California,2/12/20,0,0,0,0
Yolo,California,2/12/20,0,0,0,0
Del Norte,California,2/13/20,0,0,0,0
Glenn,California,2/13/20,0,0,0,0
Humboldt,California,2/13/20,0,0,0,0
Inyo,California,2/13/20,0,0,0,0
Kings,California,2/13/20,0,0,0,0
Los Angeles,California,2/13/20,1,0,0,0
Monterey,California,2/13/20,0,0,0,0
Napa,California,2/13/20,0,0,0,0
Placer,California,2/13/20,0,0,0,0
San Diego,California,2/13/20,1,0,0,0
San Francisco,California,2/13/20,2,0,0,0
Sierra,California,2/13/20,0,0,0,0
Stanislaus,California,2/13/20,0,0,0,0
Trinity,California,2/13/20,0,0,0,0
Yolo,California,2/13/20,0,0,0,0
Del Norte,California,2/14/20,0,0,0,0
Glenn,California,2/14/20,0,0,0,0
Humboldt,California,2/14/20,0,0,0,0
Inyo,California,2/14/20,0,0,0,0
Kings,California,2/14/20,0,0,0,0
Los Angeles,California,2/14/20,1,0,0,0
Monterey,California,2/14/20,0,0,0,0
Napa,California,2/14/20,0,0,0,0
Placer,California,2/14/20,0,0,0,0
San Diego,California,2/14/20,1,0,0,0
San Francisco,California,2/14/20,2,0,0,0
Sierra,California,2/14/20,0,0,0,0
Stanislaus,California,2/14/20,0,0,0,0
Trinity,California,2/14/20,0,0,0,0
Yolo,California,2/14/20,0,0,0,0
Del Norte,California,2/15/20,0,0,0,0
Glenn,California,2/15/20,0,0,0,0
Humboldt,California,2/15/20,0,0,0,0
Inyo,California,2/15/20,0,0,0,0
Kings,California,2/15/20,0,0,0,0
Los Angeles,California,2/15/20,1,0,0,0
Monterey,California,2/15/20,0,0,0,0
Napa,California,2/15/20,0,0,0,0
Placer,California,2/15/20,0,0,0,0
San Diego,California,2/15/20,1,0,0,0
San Francisco,California,2/15/20,2,0,0,0
Sierra,California,2/15/20,0,0,0,0
Stanislaus,California,2/15/20,0,0,0,0
Trinity,California,2/15/20,0,0,0,0
Yolo,California,2/15/20,0,0,0,0
Del Norte,California,2/16/20,0,0,0,0
Glenn,California,2/16/20,0,0,0,0
Humboldt,California,2/16/20,0,0,0,0
Inyo,California,2/16/20,0,0,0,0
Kings,California,2/16/20,0,0,0,0
Los Angeles,California,2/16/20,1,0,0,0
Monterey,California,2/16/20,0,0,0,0
Napa,California,2/16/20,0,0,0,0
Placer,California,2/16/20,0,0,0,0
San Diego,California,2/16/20,1,0,0,0
San Francisco,California,2/16/20,2,0,0,0
Sierra,California,2/16/20,0,0,0,0
Stanislaus,California,2/16/20,0,0,0,0
Trinity,California,2/16/20,0,0,0,0
Yolo,California,2/16/20,0,0,0,0
Del Norte,California,2/17/20,0,0,0,0
Glenn,California,2/17/20,0,0,0,0
Humboldt,California,2/17/20,0,0,0,0
Inyo,California,2/17/20,0,0,0,0
Kings,California,2/17/20,0,0,0,0
Los Angeles,California,2/17/20,1,0,0,0
Monterey,California,2/17/20,0,0,0,0
Napa,California,2/17/20,0,0,0,0
Placer,California,2/17/20,0,0,0,0
San Diego,California,2/17/20,1,0,0,0
San Francisco,California,2/17/20,2,0,0,0
Sierra,California,2/17/20,0,0,0,0
Stanislaus,California,2/17/20,0,0,0,0
Trinity,California,2/17/20,0,0,0,0
Yolo,California,2/17/20,0,0,0,0
Del Norte,California,2/18/20,0,0,0,0
Glenn,California,2/18/20,0,0,0,0
Humboldt,California,2/18/20,0,0,0,0
Inyo,California,2/18/20,0,0,0,0
Kings,California,2/18/20,0,0,0,0
Los Angeles,California,2/18/20,1,0,0,0
Monterey,California,2/18/20,0,0,0,0
Napa,California,2/18/20,0,0,0,0
Placer,California,2/18/20,0,0,0,0
San Diego,California,2/18/20,1,0,0,0
San Francisco,California,2/18/20,2,0,0,0
Sierra,California,2/18/20,0,0,0,0
Stanislaus,California,2/18/20,0,0,0,0
Trinity,California,2/18/20,0,0,0,0
Yolo,California,2/18/20,0,0,0,0
Del Norte,California,2/19/20,0,0,0,0
Glenn,California,2/19/20,0,0,0,0
Humboldt,California,2/19/20,0,0,0,0
Inyo,California,2/19/20,0,0,0,0
Kings,California,2/19/20,0,0,0,0
Los Angeles,California,2/19/20,1,0,0,0
Monterey,California,2/19/20,0,0,0,0
Napa,California,2/19/20,0,0,0,0
Placer,California,2/19/20,0,0,0,0
San Diego,California,2/19/20,1,0,0,0
San Francisco,California,2/19/20,2,0,0,0
Sierra,California,2/19/20,0,0,0,0
Stanislaus,California,2/19/20,0,0,0,0
Trinity,California,2/19/20,0,0,0,0
Yolo,California,2/19/20,0,0,0,0
Del Norte,California,2/20/20,0,0,0,0
Glenn,California,2/20/20,0,0,0,0
Humboldt,California,2/20/20,1,0,1,0
Inyo,California,2/20/20,0,0,0,0
Kings,California,2/20/20,0,0,0,0
Los Angeles,California,2/20/20,1,0,0,0
Monterey,California,2/20/20,0,0,0,0
Napa,California,2/20/20,0,0,0,0
Placer,California,2/20/20,0,0,0,0
San Diego,California,2/20/20,1,0,0,0
San Francisco,California,2/20/20,2,0,0,0
Sierra,California,2/20/20,0,0,0,0
Stanislaus,California,2/20/20,0,0,0,0
Trinity,California,2/20/20,0,0,0,0
Yolo,California,2/20/20,0,0,0,0
Del Norte,California,2/21/20,0,0,0,0
Glenn,California,2/21/20,0,0,0,0
Humboldt,California,2/21/20,1,0,0,0
Inyo,California,2/21/20,0,0,0,0
Kings,California,2/21/20,0,0,0,0
Los Angeles,California,2/21/20,1,0,0,0
Monterey,California,2/21/20,0,0,0,0
Napa,California,2/21/20,0,0,0,0
Placer,California,2/21/20,0,0,0,0
San Diego,California,2/21/20,1,0,0,0
San Francisco,California,2/21/20,2,0,0,0
Sierra,California,2/21/20,0,0,0,0
Stanislaus,California,2/21/20,0,0,0,0
Trinity,California,2/21/20,0,0,0,0
Yolo,California,2/21/20,0,0,0,0
Del Norte,California,2/22/20,0,0,0,0
Glenn,California,2/22/20,0,0,0,0
Humboldt,California,2/22/20,1,0,0,0
Inyo,California,2/22/20,0,0,0,0
Kings,California,2/22/20,0,0,0,0
Los Angeles,California,2/22/20,1,0,0,0
Monterey,California,2/22/20,0,0,0,0
Napa,California,2/22/20,0,0,0,0
Placer,California,2/22/20,0,0,0,0
San Diego,California,2/22/20,1,0,0,0
San Francisco,California,2/22/20,2,0,0,0
Sierra,California,2/22/20,0,0,0,0
Stanislaus,California,2/22/20,0,0,0,0
Trinity,California,2/22/20,0,0,0,0
Yolo,California,2/22/20,0,0,0,0
Del Norte,California,2/23/20,0,0,0,0
Glenn,California,2/23/20,0,0,0,0
Humboldt,California,2/23/20,1,0,0,0
Inyo,California,2/23/20,0,0,0,0
Kings,California,2/23/20,0,0,0,0
Los Angeles,California,2/23/20,1,0,0,0
Monterey,California,2/23/20,0,0,0,0
Napa,California,2/23/20,0,0,0,0
Placer,California,2/23/20,0,0,0,0
San Diego,California,2/23/20,1,0,0,0
San Francisco,California,2/23/20,2,0,0,0
Sierra,California,2/23/20,0,0,0,0
Stanislaus,California,2/23/20,0,0,0,0
Trinity,California,2/23/20,0,0,0,0
Yolo,California,2/23/20,0,0,0,0
Del Norte,California,2/24/20,0,0,0,0
Glenn,California,2/24/20,0,0,0,0
Humboldt,California,2/24/20,1,0,0,0
Inyo,California,2/24/20,0,0,0,0
Kings,California,2/24/20,0,0,0,0
Los Angeles,California,2/24/20,1,0,0,0
Monterey,California,2/24/20,0,0,0,0
Napa,California,2/24/20,0,0,0,0
Placer,California,2/24/20,0,0,0,0
San Diego,California,2/24/20,1,0,0,0
San Francisco,California,2/24/20,3,0,1,0
Sierra,California,2/24/20,0,0,0,0
Stanislaus,California,2/24/20,0,0,0,0
Trinity,California,2/24/20,0,0,0,0
Yolo,California,2/24/20,0,0,0,0
Del Norte,California,2/25/20,0,0,0,0
Glenn,California,2/25/20,0,0,0,0
Humboldt,California,2/25/20,1,0,0,0
Inyo,California,2/25/20,0,0,0,0
Kings,California,2/25/20,0,0,0,0
Los Angeles,California,2/25/20,1,0,0,0
Monterey,California,2/25/20,0,0,0,0
Napa,California,2/25/20,0,0,0,0
Placer,California,2/25/20,0,0,0,0
San Diego,California,2/25/20,1,0,0,0
San Francisco,California,2/25/20,3,0,0,0
Sierra,California,2/25/20,0,0,0,0
Stanislaus,California,2/25/20,0,0,0,0
Trinity,California,2/25/20,0,0,0,0
Yolo,California,2/25/20,0,0,0,0
Del Norte,California,2/26/20,0,0,0,0
Glenn,California,2/26/20,0,0,0,0
Humboldt,California,2/26/20,1,0,0,0
Inyo,California,2/26/20,0,0,0,0
Kings,California,2/26/20,0,0,0,0
Los Angeles,California,2/26/20,1,0,0,0
Monterey,California,2/26/20,0,0,0,0
Napa,California,2/26/20,1,0,1,0
Placer,California,2/26/20,0,0,0,0
San Diego,California,2/26/20,1,0,0,0
San Francisco,California,2/26/20,3,0,0,0
Sierra,California,2/26/20,0,0,0,0
Stanislaus,California,2/26/20,0,0,0,0
Trinity,California,2/26/20,0,0,0,0
Yolo,California,2/26/20,0,0,0,0
Del Norte,California,2/27/20,0,0,0,0
Glenn,California,2/27/20,0,0,0,0
Humboldt,California,2/27/20,1,0,0,0
Inyo,California,2/27/20,0,0,0,0
Kings,California,2/27/20,0,0,0,0
Los Angeles,California,2/27/20,1,0,0,0
Monterey,California,2/27/20,0,0,0,0
Napa,California,2/27/20,1,0,0,0
Placer,California,2/27/20,0,0,0,0
San Diego,California,2/27/20,1,0,0,0
San Francisco,California,2/27/20,3,0,0,0
Sierra,California,2/27/20,0,0,0,0
Stanislaus,California,2/27/20,0,0,0,0
Trinity,California,2/27/20,0,0,0,0
Yolo,California,2/27/20,0,0,0,0
Del Norte,California,2/28/20,0,0,0,0
Glenn,California,2/28/20,0,0,0,0
Humboldt,California,2/28/20,1,0,0,0
Inyo,California,2/28/20,0,0,0,0
Kings,California,2/28/20,0,0,0,0
Los Angeles,California,2/28/20,1,0,0,0
Monterey,California,2/28/20,0,0,0,0
Napa,California,2/28/20,1,0,0,0
Placer,California,2/28/20,0,0,0,0
San Diego,California,2/28/20,1,0,0,0
San Francisco,California,2/28/20,3,0,0,0
Sierra,California,2/28/20,0,0,0,0
Stanislaus,California,2/28/20,0,0,0,0
Trinity,California,2/28/20,0,0,0,0
Yolo,California,2/28/20,0,0,0,0
Del Norte,California,2/29/20,0,0,0,0
Glenn,California,2/29/20,0,0,0,0
Humboldt,California,2/29/20,1,0,0,0
Inyo,California,2/29/20,0,0,0,0
Kings,California,2/29/20,0,0,0,0
Los Angeles,California,2/29/20,1,0,0,0
Monterey,California,2/29/20,0,0,0,0
Napa,California,2/29/20,1,0,0,0
Placer,California,2/29/20,0,0,0,0
San Diego,California,2/29/20,1,0,0,0
San Francisco,California,2/29/20,3,0,0,0
Sierra,California,2/29/20,0,0,0,0
Stanislaus,California,2/29/20,0,0,0,0
Trinity,California,2/29/20,0,0,0,0
Yolo,California,2/29/20,0,0,0,0
Del Norte,California,3/1/20,0,0,0,0
Glenn,California,3/1/20,0,0,0,0
Humboldt,California,3/1/20,1,0,0,0
Inyo,California,3/1/20,0,0,0,0
Kings,California,3/1/20,0,0,0,0
Los Angeles,California,3/1/20,1,0,0,0
Monterey,California,3/1/20,0,0,0,0
Napa,California,3/1/20,1,0,0,0
Placer,California,3/1/20,0,0,0,0
San Diego,California,3/1/20,1,0,0,0
San Francisco,California,3/1/20,3,0,0,0
Sierra,California,3/1/20,0,0,0,0
Stanislaus,California,3/1/20,0,0,0,0
Trinity,California,3/1/20,0,0,0,0
Yolo,California,3/1/20,0,0,0,0
Del Norte,California,3/2/20,0,0,0,0
Glenn,California,3/2/20,0,0,0,0
Humboldt,California,3/2/20,1,0,0,0
Inyo,California,3/2/20,0,0,0,0
Kings,California,3/2/20,0,0,0,0
Los Angeles,California,3/2/20,1,0,0,0
Monterey,California,3/2/20,0,0,0,0
Napa,California,3/2/20,1,0,0,0
Placer,California,3/2/20,1,0,1,0
San Diego,California,3/2/20,1,0,0,0
San Francisco,California,3/2/20,3,0,0,0
Sierra,California,3/2/20,0,0,0,0
Stanislaus,California,3/2/20,0,0,0,0
Trinity,California,3/2/20,0,0,0,0
Yolo,California,3/2/20,0,0,0,0
Del Norte,California,3/3/20,0,0,0,0
Glenn,California,3/3/20,0,0,0,0
Humboldt,California,3/3/20,1,0,0,0
Inyo,California,3/3/20,0,0,0,0
Kings,California,3/3/20,0,0,0,0
Los Angeles,California,3/3/20,1,0,0,0
Monterey,California,3/3/20,0,0,0,0
Napa,California,3/3/20,1,0,0,0
Placer,California,3/3/20,2,0,1,0
San Diego,California,3/3/20,1,0,0,0
San Francisco,California,3/3/20,3,0,0,0
Sierra,California,3/3/20,0,0,0,0
Stanislaus,California,3/3/20,0,0,0,0
Trinity,California,3/3/20,0,0,0,0
Yolo,California,3/3/20,0,0,0,0
Del Norte,California,3/4/20,0,0,0,0
Glenn,California,3/4/20,0,0,0,0
Humboldt,California,3/4/20,1,0,0,0
Inyo,California,3/4/20,0,0,0,0
Kings,California,3/4/20,0,0,0,0
Los Angeles,California,3/4/20,7,0,6,0
Monterey,California,3/4/20,0,0,0,0
Napa,California,3/4/20,1,0,0,0
Placer,California,3/4/20,2,1,0,1
San Diego,California,3/4/20,1,0,0,0
San Francisco,California,3/4/20,3,0,0,0
Sierra,California,3/4/20,0,0,0,0
Stanislaus,California,3/4/20,0,0,0,0
Trinity,California,3/4/20,0,0,0,0
Yolo,California,3/4/20,0,0,0,0
