county,state,date,cases,deaths,new_cases,new_deaths
Del Norte,California,7/18/20,66,0,4,0
Glenn,California,7/18/20,203,0,13,0
Sierra,California,7/18/20,1,0,0,0
Trinity,California,7/18/20,3,0,0,0
Inyo,California,7/18/20,38,1,0,0
Humboldt,California,7/18/20,185,4,1,0
Napa,California,7/18/20,599,5,16,0
Placer,California,7/18/20,1280,11,45,0
Monterey,California,7/18/20,3162,18,103,0
Yolo,California,7/18/20,1123,31,22,0
Kings,California,7/18/20,3247,41,38,0
San Francisco,California,7/18/20,5119,52,141,0
Stanislaus,California,7/18/20,6220,63,143,0
San Diego,California,7/18/20,23177,478,625,6
Los Angeles,California,7/18/20,153041,4084,2722,37
Del Norte,California,7/19/20,66,0,0,0
Glenn,California,7/19/20,212,0,9,0
Sierra,California,7/19/20,1,0,0,0
Trinity,California,7/19/20,3,0,0,0
Inyo,California,7/19/20,38,1,0,0
Humboldt,California,7/19/20,189,4,4,0
Napa,California,7/19/20,610,5,11,0
Placer,California,7/19/20,1363,11,83,0
Monterey,California,7/19/20,3228,18,66,0
Yolo,California,7/19/20,1162,32,39,1
Kings,California,7/19/20,3280,41,33,0
San Francisco,California,7/19/20,5205,52,86,0
Stanislaus,California,7/19/20,6344,63,124,0
San Diego,California,7/19/20,23745,478,568,0
Los Angeles,California,7/19/20,155887,4095,2846,11
Del Norte,California,7/20/20,66,0,0,0
Glenn,California,7/20/20,215,0,3,0
Sierra,California,7/20/20,1,0,0,0
Trinity,California,7/20/20,3,0,0,0
Inyo,California,7/20/20,38,1,0,0
Humboldt,California,7/20/20,195,4,6,0
Napa,California,7/20/20,633,5,23,0
Placer,California,7/20/20,1403,11,40,0
Monterey,California,7/20/20,3353,19,125,1
Yolo,California,7/20/20,1196,34,34,2
Kings,California,7/20/20,3398,42,118,1
San Francisco,California,7/20/20,5308,52,103,0
Stanislaus,California,7/20/20,6508,71,164,8
San Diego,California,7/20/20,24198,478,453,0
Los Angeles,California,7/20/20,159045,4104,3158,9
Butte,California,1/21/20,0,0,0,0
Colusa,California,1/21/20,0,0,0,0
Del Norte,California,1/21/20,0,0,0,0
El Dorado,California,1/21/20,0,0,0,0
Fresno,California,1/21/20,0,0,0,0
Lassen,California,1/21/20,0,0,0,0
Madera,California,1/21/20,0,0,0,0
Mono,California,1/21/20,0,0,0,0
Placer,California,1/21/20,0,0,0,0
Sacramento,California,1/21/20,0,0,0,0
San Bernardino,California,1/21/20,0,0,0,0
San Joaquin,California,1/21/20,0,0,0,0
Siskiyou,California,1/21/20,0,0,0,0
Solano,California,1/21/20,0,0,0,0
Sonoma,California,1/21/20,0,0,0,0
Tulare,California,1/21/20,0,0,0,0
Alpine,California,1/22/20,0,0,0,0
Calaveras,California,1/22/20,0,0,0,0
Colusa,California,1/22/20,0,0,0,0
Kern,California,1/22/20,0,0,0,0
Lassen,California,1/22/20,0,0,0,0
San Joaquin,California,1/22/20,0,0,0,0
Tulare,California,1/22/20,0,0,0,0
Yuba,California,1/22/20,0,0,0,0
Alpine,California,1/23/20,0,0,0,0
Calaveras,California,1/23/20,0,0,0,0
Colusa,California,1/23/20,0,0,0,0
Kern,California,1/23/20,0,0,0,0
Lassen,California,1/23/20,0,0,0,0
San Joaquin,California,1/23/20,0,0,0,0
Tulare,California,1/23/20,0,0,0,0
Yuba,California,1/23/20,0,0,0,0
Alpine,California,1/24/20,0,0,0,0
Calaveras,California,1/24/20,0,0,0,0
Colusa,California,1/24/20,0,0,0,0
Kern,California,1/24/20,0,0,0,0
Lassen,California,1/24/20,0,0,0,0
San Joaquin,California,1/24/20,0,0,0,0
Tulare,California,1/24/20,0,0,0,0
Yuba,California,1/24/20,0,0,0,0
Alpine,California,1/25/20,0,0,0,0
Calaveras,California,1/25/20,0,0,0,0
Colusa,California,1/25/20,0,0,0,0
Kern,California,1/25/20,0,0,0,0
Lassen,California,1/25/20,0,0,0,0
San Joaquin,California,1/25/20,0,0,0,0
Tulare,California,1/25/20,0,0,0,0
Yuba,California,1/25/20,0,0,0,0
Alpine,California,1/26/20,0,0,0,0
Calaveras,California,1/26/20,0,0,0,0
Colusa,California,1/26/20,0,0,0,0
Kern,California,1/26/20,0,0,0,0
Lassen,California,1/26/20,0,0,0,0
San Joaquin,California,1/26/20,0,0,0,0
Tulare,California,1/26/20,0,0,0,0
Yuba,California,1/26/20,0,0,0,0
Alpine,California,1/27/20,0,0,0,0
Calaveras,California,1/27/20,0,0,0,0
Colusa,California,1/27/20,0,0,0,0
Kern,California,1/27/20,0,0,0,0
Lassen,California,1/27/20,0,0,0,0
San Joaquin,California,1/27/20,0,0,0,0
Tulare,California,1/27/20,0,0,0,0
Yuba,California,1/27/20,0,0,0,0
Alpine,California,1/28/20,0,0,0,0
Calaveras,California,1/28/20,0,0,0,0
Colusa,California,1/28/20,0,0,0,0
Kern,California,1/28/20,0,0,0,0
Lassen,California,1/28/20,0,0,0,0
San Joaquin,California,1/28/20,0,0,0,0
Tulare,California,1/28/20,0,0,0,0
Yuba,California,1/28/20,0,0,0,0
Alpine,California,1/29/20,0,0,0,0
Calaveras,California,1/29/20,0,0,0,0
Colusa,California,1/29/20,0,0,0,0
Kern,California,1/29/20,0,0,0,0
Lassen,California,1/29/20,0,0,0,0
San Joaquin,California,1/29/20,0,0,0,0
Tulare,California,1/29/20,0,0,0,0
Yuba,California,1/29/20,0,0,0,0
Alpine,California,1/30/20,0,0,0,0
Calaveras,California,1/30/20,0,0,0,0
Colusa,California,1/30/20,0,0,0,0
Kern,California,1/30/20,0,0,0,0
Lassen,California,1/30/20,0,0,0,0
San Joaquin,California,1/30/20,0,0,0,0
Tulare,California,1/30/20,0,0,0,0
Yuba,California,1/30/20,0,0,0,0
Alpine,California,1/31/20,0,0,0,0
Calaveras,California,1/31/20,0,0,0,0
Colusa,California,1/31/20,0,0,0,0
Kern,California,1/31/20,0,0,0,0
Lassen,California,1/31/20,0,0,0,0
San Joaquin,California,1/31/20,0,0,0,0
Tulare,California,1/31/20,0,0,0,0
Yuba,California,1/31/20,0,0,0,0
Alpine,California,2/1/20,0,0,0,0
Calaveras,California,2/1/20,0,0,0,0
Colusa,California,2/1/20,0,0,0,0
Kern,California,2/1/20,0,0,0,0
Lassen,California,2/1/20,0,0,0,0
San Joaquin,California,2/1/20,0,0,0,0
Tulare,California,2/1/20,0,0,0,0
Yuba,California,2/1/20,0,0,0,0
Alpine,California,2/2/20,0,0,0,0
Calaveras,California,2/2/20,0,0,0,0
Colusa,California,2/2/20,0,0,0,0
Kern,California,2/2/20,0,0,0,0
Lassen,California,2/2/20,0,0,0,0
San Joaquin,California,2/2/20,0,0,0,0
Tulare,California,2/2/20,0,0,0,0
Yuba,California,2/2/20,0,0,0,0
Alpine,California,2/3/20,0,0,0,0
Calaveras,California,2/3/20,0,0,0,0
Colusa,California,2/3/20,0,0,0,0
Kern,California,2/3/20,0,0,0,0
Lassen,California,2/3/20,0,0,0,0
San Joaquin,California,2/3/20,0,0,0,0
Tulare,California,2/3/20,0,0,0,0
Yuba,California,2/3/20,0,0,0,0
Alpine,California,2/4/20,0,0,0,0
Calaveras,California,2/4/20,0,0,0,0
Colusa,California,2/4/20,0,0,0,0
Kern,California,2/4/20,0,0,0,0
Lassen,California,2/4/20,0,0,0,0
San Joaquin,California,2/4/20,0,0,0,0
Tulare,California,2/4/20,0,0,0,0
Yuba,California,2/4/20,0,0,0,0
Alpine,California,2/5/20,0,0,0,0
Calaveras,California,2/5/20,0,0,0,0
Colusa,California,2/5/20,0,0,0,0
Kern,California,2/5/20,0,0,0,0
Lassen,California,2/5/20,0,0,0,0
San Joaquin,California,2/5/20,0,0,0,0
Tulare,California,2/5/20,0,0,0,0
Yuba,California,2/5/20,0,0,0,0
Alpine,California,2/6/20,0,0,0,0
Calaveras,California,2/6/20,0,0,0,0
Colusa,California,2/6/20,0,0,0,0
Kern,California,2/6/20,0,0,0,0
Lassen,California,2/6/20,0,0,0,0
San Joaquin,California,2/6/20,0,0,0,0
Tulare,California,2/6/20,0,0,0,0
Yuba,California,2/6/20,0,0,0,0
Alpine,California,2/7/20,0,0,0,0
Calaveras,California,2/7/20,0,0,0,0
Colusa,California,2/7/20,0,0,0,0
Kern,California,2/7/20,0,0,0,0
Lassen,California,2/7/20,0,0,0,0
San Joaquin,California,2/7/20,0,0,0,0
Tulare,California,2/7/20,0,0,0,0
Yuba,California,2/7/20,0,0,0,0
Alpine,California,2/8/20,0,0,0,0
Calaveras,California,2/8/20,0,0,0,0
Colusa,California,2/8/20,0,0,0,0
Kern,California,2/8/20,0,0,0,0
Lassen,California,2/8/20,0,0,0,0
San Joaquin,California,2/8/20,0,0,0,0
Tulare,California,2/8/20,0,0,0,0
Yuba,California,2/8/20,0,0,0,0
Alpine,California,2/9/20,0,0,0,0
Calaveras,California,2/9/20,0,0,0,0
Colusa,California,2/9/20,0,0,0,0
Kern,California,2/9/20,0,0,0,0
Lassen,California,2/9/20,0,0,0,0
San Joaquin,California,2/9/20,0,0,0,0
Tulare,California,2/9/20,0,0,0,0
Yuba,California,2/9/20,0,0,0,0
Alpine,California,2/10/20,0,0,0,0
Calaveras,California,2/10/20,0,0,0,0
Colusa,California,2/10/20,0,0,0,0
Kern,California,2/10/20,0,0,0,0
Lassen,California,2/10/20,0,0,0,0
San Joaquin,California,2/10/20,0,0,0,0
Tulare,California,2/10/20,0,0,0,0
Yuba,California,2/10/20,0,0,0,0
Alpine,California,2/11/20,0,0,0,0
Calaveras,California,2/11/20,0,0,0,0
Colusa,California,2/11/20,0,0,0,0
Kern,California,2/11/20,0,0,0,0
Lassen,California,2/11/20,0,0,0,0
San Joaquin,California,2/11/20,0,0,0,0
Tulare,California,2/11/20,0,0,0,0
Yuba,California,2/11/20,0,0,0,0
Alpine,California,2/12/20,0,0,0,0
Calaveras,California,2/12/20,0,0,0,0
Colusa,California,2/12/20,0,0,0,0
Kern,California,2/12/20,0,0,0,0
Lassen,California,2/12/20,0,0,0,0
San Joaquin,California,2/12/20,0,0,0,0
Tulare,California,2/12/20,0,0,0,0
Yuba,California,2/12/20,0,0,0,0
Alpine,California,2/13/20,0,0,0,0
Calaveras,California,2/13/20,0,0,0,0
Colusa,California,2/13/20,0,0,0,0
Kern,California,2/13/20,0,0,0,0
Lassen,California,2/13/20,0,0,0,0
San Joaquin,California,2/13/20,0,0,0,0
Tulare,California,2/13/20,0,0,0,0
Yuba,California,2/13/20,0,0,0,0
Alpine,California,2/14/20,0,0,0,0
Calaveras,California,2/14/20,0,0,0,0
Colusa,California,2/14/20,0,0,0,0
Kern,California,2/14/20,0,0,0,0
Lassen,California,2/14/20,0,0,0,0
San Joaquin,California,2/14/20,0,0,0,0
Tulare,California,2/14/20,0,0,0,0
Yuba,California,2/14/20,0,0,0,0
Alpine,California,2/15/20,0,0,0,0
Calaveras,California,2/15/20,0,0,0,0
Colusa,California,2/15/20,0,0,0,0
Kern,California,2/15/20,0,0,0,0
Lassen,California,2/15/20,0,0,0,0
San Joaquin,California,2/15/20,0,0,0,0
Tulare,California,2/15/20,0,0,0,0
Yuba,California,2/15/20,0,0,0,0
Alpine,California,2/16/20,0,0,0,0
Calaveras,California,2/16/20,0,0,0,0
Colusa,California,2/16/20,0,0,0,0
Kern,California,2/16/20,0,0,0,0
Lassen,California,2/16/20,0,0,0,0
San Joaquin,California,2/16/20,0,0,0,0
Tulare,California,2/16/20,0,0,0,0
Yuba,California,2/16/20,0,0,0,0
Alpine,California,2/17/20,0,0,0,0
Calaveras,California,2/17/20,0,0,0,0
Colusa,California,2/17/20,0,0,0,0
Kern,California,2/17/20,0,0,0,0
Lassen,California,2/17/20,0,0,0,0
San Joaquin,California,2/17/20,0,0,0,0
Tulare,California,2/17/20,0,0,0,0
Yuba,California,2/17/20,0,0,0,0
Alpine,California,2/18/20,0,0,0,0
Calaveras,California,2/18/20,0,0,0,0
Colusa,California,2/18/20,0,0,0,0
Kern,California,2/18/20,0,0,0,0
Lassen,California,2/18/20,0,0,0,0
San Joaquin,California,2/18/20,0,0,0,0
Tulare,California,2/18/20,0,0,0,0
Yuba,California,2/18/20,0,0,0,0
Alpine,California,2/19/20,0,0,0,0
Calaveras,California,2/19/20,0,0,0,0
Colusa,California,2/19/20,0,0,0,0
Kern,California,2/19/20,0,0,0,0
Lassen,California,2/19/20,0,0,0,0
San Joaquin,California,2/19/20,0,0,0,0
Tulare,California,2/19/20,0,0,0,0
Yuba,California,2/19/20,0,0,0,0
Alpine,California,2/20/20,0,0,0,0
Calaveras,California,2/20/20,0,0,0,0
Colusa,California,2/20/20,0,0,0,0
Kern,California,2/20/20,0,0,0,0
Lassen,California,2/20/20,0,0,0,0
San Joaquin,California,2/20/20,0,0,0,0
Tulare,California,2/20/20,0,0,0,0
Yuba,California,2/20/20,0,0,0,0
Alpine,California,2/21/20,0,0,0,0
Calaveras,California,2/21/20,0,0,0,0
Colusa,California,2/21/20,0,0,0,0
Kern,California,2/21/20,0,0,0,0
Lassen,California,2/21/20,0,0,0,0
San Joaquin,California,2/21/20,0,0,0,0
Tulare,California,2/21/20,0,0,0,0
Yuba,California,2/21/20,0,0,0,0
Alpine,California,2/22/20,0,0,0,0
Calaveras,California,2/22/20,0,0,0,0
Colusa,California,2/22/20,0,0,0,0
Kern,California,2/22/20,0,0,0,0
Lassen,California,2/22/20,0,0,0,0
San Joaquin,California,2/22/20,0,0,0,0
Tulare,California,2/22/20,0,0,0,0
Yuba,California,2/22/20,0,0,0,0
Alpine,California,2/23/20,0,0,0,0
Calaveras,California,2/23/20,0,0,0,0
Colusa,California,2/23/20,0,0,0,0
Kern,California,2/23/20,0,0,0,0
Lassen,California,2/23/20,0,0,0,0
San Joaquin,California,2/23/20,0,0,0,0
Tulare,California,2/23/20,0,0,0,0
Yuba,California,2/23/20,0,0,0,0
Alpine,California,2/24/20,0,0,0,0
Calaveras,California,2/24/20,0,0,0,0
Colusa,California,2/24/20,0,0,0,0
Kern,California,2/24/20,0,0,0,0
Lassen,California,2/24/20,0,0,0,0
San Joaquin,California,2/24/20,0,0,0,0
Tulare,California,2/24/20,0,0,0,0
Yuba,California,2/24/20,0,0,0,0
Alpine,California,2/25/20,0,0,0,0
Calaveras,California,2/25/20,0,0,0,0
Colusa,California,2/25/20,0,0,0,0
Kern,California,2/25/20,0,0,0,0
Lassen,California,2/25/20,0,0,0,0
San Joaquin,California,2/25/20,0,0,0,0
Tulare,California,2/25/20,0,0,0,0
Yuba,California,2/25/20,0,0,0,0
Alpine,California,2/26/20,0,0,0,0
Calaveras,California,2/26/20,0,0,0,0
Colusa,California,2/26/20,0,0,0,0
Kern,California,2/26/20,0,0,0,0
Lassen,California,2/26/20,0,0,0,0
San Joaquin,California,2/26/20,0,0,0,0
Tulare,California,2/26/20,0,0,0,0
Yuba,California,2/26/20,0,0,0,0
Alpine,California,2/27/20,0,0,0,0
Calaveras,California,2/27/20,0,0,0,0
Colusa,California,2/27/20,0,0,0,0
Kern,California,2/27/20,0,0,0,0
Lassen,California,2/27/20,0,0,0,0
San Joaquin,California,2/27/20,0,0,0,0
Tulare,California,2/27/20,0,0,0,0
Yuba,California,2/27/20,0,0,0,0
Alpine,California,2/28/20,0,0,0,0
Calaveras,California,2/28/20,0,0,0,0
Colusa,California,2/28/20,0,0,0,0
Kern,California,2/28/20,0,0,0,0
Lassen,California,2/28/20,0,0,0,0
San Joaquin,California,2/28/20,0,0,0,0
Tulare,California,2/28/20,0,0,0,0
Yuba,California,2/28/20,0,0,0,0
Alpine,California,2/29/20,0,0,0,0
Calaveras,California,2/29/20,0,0,0,0
Colusa,California,2/29/20,0,0,0,0
Kern,California,2/29/20,0,0,0,0
Lassen,California,2/29/20,0,0,0,0
San Joaquin,California,2/29/20,0,0,0,0
Tulare,California,2/29/20,0,0,0,0
Yuba,California,2/29/20,0,0,0,0
Alpine,California,3/1/20,0,0,0,0
Calaveras,California,3/1/20,0,0,0,0
Colusa,California,3/1/20,0,0,0,0
Kern,California,3/1/20,0,0,0,0
Lassen,California,3/1/20,0,0,0,0
San Joaquin,California,3/1/20,0,0,0,0
Tulare,California,3/1/20,0,0,0,0
Yuba,California,3/1/20,0,0,0,0
Alpine,California,3/2/20,0,0,0,0
Calaveras,California,3/2/20,0,0,0,0
Colusa,California,3/2/20,0,0,0,0
Kern,California,3/2/20,0,0,0,0
Lassen,California,3/2/20,0,0,0,0
San Joaquin,California,3/2/20,0,0,0,0
Tulare,California,3/2/20,0,0,0,0
Yuba,California,3/2/20,0,0,0,0
Alpine,California,3/3/20,0,0,0,0
Calaveras,California,3/3/20,0,0,0,0
Colusa,California,3/3/20,0,0,0,0
Kern,California,3/3/20,0,0,0,0
Lassen,California,3/3/20,0,0,0,0
San Joaquin,California,3/3/20,0,0,0,0
Tulare,California,3/3/20,0,0,0,0
Yuba,California,3/3/20,0,0,0,0
Alpine,California,3/4/20,0,0,0,0
Calaveras,California,3/4/20,0,0,0,0
Colusa,California,3/4/20,0,0,0,0
Kern,California,3/4/20,0,0,0,0
Lassen,California,3/4/20,0,0,0,0
San Joaquin,California,3/4/20,0,0,0,0
Tulare,California,3/4/20,0,0,0,0
Yuba,California,3/4/20,0,0,0,0
Alpine,California,3/5/20,0,0,0,0
Calaveras,California,3/5/20,0,0,0,0
Colusa,California,3/5/20,0,0,0,0
Kern,California,3/5/20,0,0,0,0
Lassen,California,3/5/20,0,0,0,0
San Joaquin,California,3/5/20,0,0,0,0
Tulare,California,3/5/20,0,0,0,0
Yuba,California,3/5/20,0,0,0,0
Alpine,California,3/6/20,0,0,0,0
Calaveras,California,3/6/20,0,0,0,0
Colusa,California,3/6/20,0,0,0,0
Kern,California,3/6/20,0,0,0,0
Lassen,California,3/6/20,0,0,0,0
San Joaquin,California,3/6/20,0,0,0,0
Tulare,California,3/6/20,0,0,0,0
Yuba,California,3/6/20,0,0,0,0
Alpine,California,3/7/20,0,0,0,0
Calaveras,California,3/7/20,0,0,0,0
Colusa,California,3/7/20,0,0,0,0
Kern,California,3/7/20,0,0,0,0
Lassen,California,3/7/20,0,0,0,0
San Joaquin,California,3/7/20,0,0,0,0
Tulare,California,3/7/20,0,0,0,0
Yuba,California,3/7/20,0,0,0,0
Alpine,California,3/8/20,0,0,0,0
Calaveras,California,3/8/20,0,0,0,0
Colusa,California,3/8/20,0,0,0,0
Kern,California,3/8/20,0,0,0,0
Lassen,California,3/8/20,0,0,0,0
San Joaquin,California,3/8/20,0,0,0,0
Tulare,California,3/8/20,0,0,0,0
Yuba,California,3/8/20,0,0,0,0
Alpine,California,3/9/20,0,0,0,0
Calaveras,California,3/9/20,0,0,0,0
Colusa,California,3/9/20,0,0,0,0
Kern,California,3/9/20,0,0,0,0
Lassen,California,3/9/20,0,0,0,0
San Joaquin,California,3/9/20,0,0,0,0
Tulare,California,3/9/20,0,0,0,0
Yuba,California,3/9/20,0,0,0,0
Alpine,California,3/10/20,0,0,0,0
Calaveras,California,3/10/20,0,0,0,0
Colusa,California,3/10/20,0,0,0,0
Kern,California,3/10/20,0,0,0,0
Lassen,California,3/10/20,0,0,0,0
San Joaquin,California,3/10/20,1,0,1,0
Tulare,California,3/10/20,0,0,0,0
Yuba,California,3/10/20,0,0,0,0
Alpine,California,3/11/20,0,0,0,0
Calaveras,California,3/11/20,0,0,0,0
Colusa,California,3/11/20,0,0,0,0
Kern,California,3/11/20,0,0,0,0
Lassen,California,3/11/20,0,0,0,0
San Joaquin,California,3/11/20,1,0,0,0
Tulare,California,3/11/20,0,0,0,0
Yuba,California,3/11/20,0,0,0,0
Alpine,California,3/12/20,0,0,0,0
Calaveras,California,3/12/20,0,0,0,0
Colusa,California,3/12/20,0,0,0,0
Kern,California,3/12/20,0,0,0,0
Lassen,California,3/12/20,0,0,0,0
San Joaquin,California,3/12/20,3,0,2,0
Tulare,California,3/12/20,1,0,1,0
Yuba,California,3/12/20,0,0,0,0
Alpine,California,3/13/20,0,0,0,0
Calaveras,California,3/13/20,0,0,0,0
Colusa,California,3/13/20,0,0,0,0
Kern,California,3/13/20,0,0,0,0
Lassen,California,3/13/20,0,0,0,0
San Joaquin,California,3/13/20,8,0,5,0
Tulare,California,3/13/20,2,0,1,0
Yuba,California,3/13/20,0,0,0,0
Alpine,California,3/14/20,0,0,0,0
Calaveras,California,3/14/20,0,0,0,0
Colusa,California,3/14/20,0,0,0,0
Kern,California,3/14/20,0,0,0,0
Lassen,California,3/14/20,0,0,0,0
San Joaquin,California,3/14/20,8,0,0,0
Tulare,California,3/14/20,3,0,1,0
Yuba,California,3/14/20,0,0,0,0
Alpine,California,3/15/20,0,0,0,0
Calaveras,California,3/15/20,0,0,0,0
Colusa,California,3/15/20,0,0,0,0
Kern,California,3/15/20,0,0,0,0
Lassen,California,3/15/20,0,0,0,0
San Joaquin,California,3/15/20,8,0,0,0
Tulare,California,3/15/20,3,0,0,0
Yuba,California,3/15/20,0,0,0,0
Alpine,California,3/16/20,0,0,0,0
Calaveras,California,3/16/20,0,0,0,0
Colusa,California,3/16/20,0,0,0,0
Kern,California,3/16/20,0,0,0,0
Lassen,California,3/16/20,0,0,0,0
San Joaquin,California,3/16/20,9,0,1,0
Tulare,California,3/16/20,3,0,0,0
Yuba,California,3/16/20,0,0,0,0
Alpine,California,3/17/20,0,0,0,0
Calaveras,California,3/17/20,0,0,0,0
Colusa,California,3/17/20,0,0,0,0
Kern,California,3/17/20,1,0,1,0
Lassen,California,3/17/20,0,0,0,0
San Joaquin,California,3/17/20,13,0,4,0
Tulare,California,3/17/20,3,0,0,0
Yuba,California,3/17/20,0,0,0,0
Alpine,California,3/18/20,0,0,0,0
Calaveras,California,3/18/20,0,0,0,0
Colusa,California,3/18/20,0,0,0,0
Kern,California,3/18/20,1,0,0,0
Lassen,California,3/18/20,0,0,0,0
Tulare,California,3/18/20,5,0,2,0
Yuba,California,3/18/20,0,0,0,0
San Joaquin,California,3/18/20,14,2,1,2
Alpine,California,3/19/20,0,0,0,0
Calaveras,California,3/19/20,0,0,0,0
Colusa,California,3/19/20,0,0,0,0
Kern,California,3/19/20,2,0,1,0
Lassen,California,3/19/20,0,0,0,0
Tulare,California,3/19/20,7,0,2,0
Yuba,California,3/19/20,0,0,0,0
San Joaquin,California,3/19/20,17,2,3,0
Alpine,California,3/20/20,0,0,0,0
Calaveras,California,3/20/20,0,0,0,0
Colusa,California,3/20/20,0,0,0,0
Kern,California,3/20/20,2,0,0,0
Lassen,California,3/20/20,0,0,0,0
Tulare,California,3/20/20,11,0,4,0
Yuba,California,3/20/20,0,0,0,0
San Joaquin,California,3/20/20,25,2,8,0
Alpine,California,3/21/20,0,0,0,0
Calaveras,California,3/21/20,0,0,0,0
Colusa,California,3/21/20,0,0,0,0
Kern,California,3/21/20,4,0,2,0
Lassen,California,3/21/20,0,0,0,0
Tulare,California,3/21/20,11,0,0,0
Yuba,California,3/21/20,2,0,2,0
San Joaquin,California,3/21/20,31,2,6,0
Alpine,California,3/22/20,0,0,0,0
Calaveras,California,3/22/20,0,0,0,0
Colusa,California,3/22/20,0,0,0,0
Kern,California,3/22/20,5,0,1,0
Lassen,California,3/22/20,0,0,0,0
Tulare,California,3/22/20,12,0,1,0
Yuba,California,3/22/20,2,0,0,0
San Joaquin,California,3/22/20,41,2,10,0
Alpine,California,3/23/20,0,0,0,0
Calaveras,California,3/23/20,0,0,0,0
Colusa,California,3/23/20,0,0,0,0
Kern,California,3/23/20,5,0,0,0
Lassen,California,3/23/20,0,0,0,0
Tulare,California,3/23/20,16,0,4,0
Yuba,California,3/23/20,3,0,1,0
San Joaquin,California,3/23/20,51,2,10,0
Alpine,California,3/24/20,0,0,0,0
Calaveras,California,3/24/20,2,0,2,0
Colusa,California,3/24/20,0,0,0,0
Kern,California,3/24/20,14,0,9,0
Lassen,California,3/24/20,0,0,0,0
Tulare,California,3/24/20,17,0,1,0
Yuba,California,3/24/20,3,0,0,0
San Joaquin,California,3/24/20,60,2,9,0
Alpine,California,3/25/20,0,0,0,0
Calaveras,California,3/25/20,2,0,0,0
Colusa,California,3/25/20,0,0,0,0
Kern,California,3/25/20,24,0,10,0
Lassen,California,3/25/20,0,0,0,0
Tulare,California,3/25/20,18,0,1,0
Yuba,California,3/25/20,3,0,0,0
San Joaquin,California,3/25/20,71,3,11,1
Alpine,California,3/26/20,0,0,0,0
Calaveras,California,3/26/20,3,0,1,0
Colusa,California,3/26/20,0,0,0,0
Kern,California,3/26/20,33,0,9,0
Lassen,California,3/26/20,0,0,0,0
Tulare,California,3/26/20,20,0,2,0
Yuba,California,3/26/20,3,0,0,0
San Joaquin,California,3/26/20,83,3,12,0
Alpine,California,3/27/20,0,0,0,0
Calaveras,California,3/27/20,3,0,0,0
Colusa,California,3/27/20,1,0,1,0
Lassen,California,3/27/20,0,0,0,0
Tulare,California,3/27/20,24,0,4,0
Yuba,California,3/27/20,3,0,0,0
Kern,California,3/27/20,41,1,8,1
San Joaquin,California,3/27/20,93,4,10,1
Alpine,California,3/28/20,0,0,0,0
Calaveras,California,3/28/20,3,0,0,0
Colusa,California,3/28/20,1,0,0,0
Lassen,California,3/28/20,0,0,0,0
Yuba,California,3/28/20,3,0,0,0
Tulare,California,3/28/20,29,1,5,1
Kern,California,3/28/20,47,1,6,0
San Joaquin,California,3/28/20,108,4,15,0
Alpine,California,3/29/20,0,0,0,0
Calaveras,California,3/29/20,3,0,0,0
Colusa,California,3/29/20,1,0,0,0
Lassen,California,3/29/20,0,0,0,0
Yuba,California,3/29/20,3,0,0,0
Kern,California,3/29/20,51,1,4,0
Tulare,California,3/29/20,35,1,6,0
San Joaquin,California,3/29/20,121,5,13,1
Alpine,California,3/30/20,1,0,1,0
Calaveras,California,3/30/20,3,0,0,0
Colusa,California,3/30/20,1,0,0,0
Lassen,California,3/30/20,0,0,0,0
Yuba,California,3/30/20,6,0,3,0
Kern,California,3/30/20,76,1,25,0
Tulare,California,3/30/20,43,1,8,0
San Joaquin,California,3/30/20,136,6,15,1
Alpine,California,3/31/20,1,0,0,0
Calaveras,California,3/31/20,3,0,0,0
Colusa,California,3/31/20,1,0,0,0
Lassen,California,3/31/20,0,0,0,0
Yuba,California,3/31/20,7,0,1,0
Kern,California,3/31/20,101,1,25,0
Tulare,California,3/31/20,45,1,2,0
San Joaquin,California,3/31/20,151,8,15,2
Alpine,California,4/1/20,1,0,0,0
Calaveras,California,4/1/20,3,0,0,0
Colusa,California,4/1/20,1,0,0,0
Lassen,California,4/1/20,0,0,0,0
Yuba,California,4/1/20,7,0,0,0
Kern,California,4/1/20,110,1,9,0
Tulare,California,4/1/20,59,2,14,1
San Joaquin,California,4/1/20,161,8,10,0
Alpine,California,4/2/20,1,0,0,0
Calaveras,California,4/2/20,3,0,0,0
Colusa,California,4/2/20,1,0,0,0
Lassen,California,4/2/20,0,0,0,0
Yuba,California,4/2/20,8,0,1,0
Kern,California,4/2/20,155,1,45,0
Tulare,California,4/2/20,74,2,15,0
San Joaquin,California,4/2/20,178,10,17,2
Alpine,California,4/3/20,1,0,0,0
Calaveras,California,4/3/20,4,0,1,0
Colusa,California,4/3/20,2,0,1,0
Lassen,California,4/3/20,0,0,0,0
Yuba,California,4/3/20,9,0,1,0
Kern,California,4/3/20,199,2,44,1
Tulare,California,4/3/20,81,3,7,1
San Joaquin,California,4/3/20,185,11,7,1
Alpine,California,4/4/20,1,0,0,0
Calaveras,California,4/4/20,4,0,0,0
Colusa,California,4/4/20,2,0,0,0
Lassen,California,4/4/20,0,0,0,0
Yuba,California,4/4/20,9,0,0,0
Kern,California,4/4/20,205,2,6,0
Tulare,California,4/4/20,107,5,26,2
San Joaquin,California,4/4/20,191,11,6,0
Alpine,California,4/5/20,1,0,0,0
Calaveras,California,4/5/20,4,0,0,0
Colusa,California,4/5/20,2,0,0,0
